,id,activity_count_paste,action_time_sum,action_time_mean,word_count_max,text_change_count_tiny_text_changes,cursor_position_mean,distance_of_moved_selection_mean,distance_of_moved_selection_max,size_of_moved_selection_mean,size_of_moved_selection_max,up_time_fraction_of_time_spent_writing,action_time_mean_Input,action_time_mean_Move From,action_time_mean_Nonproduction,action_time_mean_Paste,action_time_mean_Remove/Cut,action_time_mean_Replace,action_time_max_Input,action_time_max_Move From,action_time_max_Nonproduction,action_time_max_Paste,action_time_max_Remove/Cut,action_time_max_Replace,action_time_sum_Input,action_time_sum_Move From,action_time_sum_Nonproduction,action_time_sum_Paste,action_time_sum_Remove/Cut,action_time_sum_Replace,action_time_count_Input,action_time_count_Move From,action_time_count_Nonproduction,action_time_count_Paste,action_time_count_Remove/Cut,action_time_count_Replace,Peak Frequency,Mean Frequency,Median Frequency,Bandwidth,Frequency Skewness,Frequency Kurtosis,Total Energy,Spectral Entropy,Spectral Flatness,Spectral Roll-off,Mean Amplitude,Std Amplitude,Skew Amplitude,Kurtosis Amplitude,score
1429,96efda3b,0,276095,102.25740740740741,232,1475,739.0133333333333,0.0,0,0.0,0,1.0999794444444444,144.35497835497836,0.0,52.575409836065575,0.0,123.31111111111112,194.75,659.0,0.0,1437.0,0.0,509.0,265.0,200076.0,0.0,64142.0,0.0,11098.0,779.0,1386.0,0.0,1220.0,0.0,90.0,4.0,0.03371619118191923,0.14713982750001312,0.2500926268988514,0.49944423860689147,4.214083206536067,24.489609558347848,285757830.0,9.645310864522756,0.612819322007224,0.3267876991478325,274.94007947398984,369.1034137140524,4.214083206536067,24.489609558347848,3.0
1430,96ff9891,0,173048,95.87146814404431,212,1740,556.4470914127423,0.0,0,0.0,0,0.9852522222222222,99.97981157469718,0.0,123.63076923076923,0.0,64.73228346456693,0.0,243.0,0.0,295.0,0.0,440.0,0.0,148570.0,0.0,8036.0,0.0,16442.0,0.0,1486.0,0.0,65.0,0.0,254.0,0.0,0.02827050997782705,0.15759801316605646,0.25,0.49889135254988914,4.239656673757273,24.803745074789877,123632648.47634119,9.174616696094855,0.6566079142298986,0.3370288248337029,235.0112831421519,286.3334467339897,4.239656673757273,24.803745074789877,3.0
1431,972581fa,0,175906,89.33773489080751,288,1934,880.0243778567801,0.0,0,0.0,0,0.999625,91.23206521739131,0.0,28.685714285714287,0.0,74.84042553191489,0.0,500.0,0.0,134.0,0.0,149.0,0.0,167867.0,0.0,1004.0,0.0,7035.0,0.0,1840.0,0.0,35.0,0.0,94.0,0.0,0.030995934959349596,0.16742804247258872,0.25,0.49898373983739847,5.427993287542386,39.30252878425484,142747760.8042303,9.281369365996708,0.6669863221391468,0.35619918699187,229.33136227903472,304.3412008985768,5.427993287542386,39.30252878425484,3.0
1432,978aa7a7,0,252589,96.5923518164436,337,2485,922.5732313575526,0.0,0,0.0,0,0.9832116666666667,93.27078701645176,0.0,209.53488372093022,0.0,66.63713080168776,0.0,591.0,0.0,5555.0,0.0,505.0,0.0,209766.0,0.0,27030.0,0.0,15793.0,0.0,2249.0,0.0,129.0,0.0,237.0,0.0,0.029456771231828615,0.15693844411705635,0.2501912777352716,0.49923488905891356,4.048979345100572,23.389469676523706,254934455.88717988,9.72281865628941,0.6605748735400391,0.33511859219586837,284.2317770682799,338.25255346700726,4.048979345100572,23.389469676523706,3.5
1433,9790b0fa,0,387399,111.28957196207986,380,3412,1247.7667336972133,0.0,0,0.0,0,1.004748888888889,112.66960054163846,0.0,79.1044776119403,0.0,107.12636165577342,102.0,262.0,0.0,1749.0,0.0,514.0,102.0,332826.0,0.0,5300.0,0.0,49171.0,102.0,2954.0,0.0,67.0,0.0,459.0,1.0,0.029885057471264367,0.15741140753863583,0.25,0.49942528735632186,4.948341792877701,38.94921952694228,440985959.5488639,10.108068466569772,0.651334484276213,0.3410919540229885,313.9019653587402,393.7657956583374,4.948341792877701,38.94921952694228,5.0
1434,979e6e7e,0,268533,104.85474424053105,283,2290,565.7012885591565,0.0,0,0.0,0,0.9300238888888889,117.23319755600815,0.0,56.61450381679389,0.0,69.69113149847095,83.125,294.0,0.0,1838.0,0.0,500.0,118.0,230246.0,0.0,14833.0,0.0,22789.0,665.0,1964.0,0.0,262.0,0.0,327.0,8.0,0.026562500000000003,0.16027346978134896,0.25,0.49921875000000004,3.6401544729463384,18.883889907494357,245102830.2893167,9.73085186924925,0.6793634085033297,0.35078125000000004,290.00966911455555,327.9187305485177,3.6401544729463384,18.883889907494357,3.5
1435,97bb1cdc,0,186620,99.10780669144981,205,1498,531.0446096654275,0.0,0,0.0,0,0.9990955555555555,105.56742815033161,0.0,83.21671018276763,0.0,80.37323943661971,80.0,475.0,0.0,4271.0,0.0,483.0,80.0,143255.0,0.0,31872.0,0.0,11413.0,80.0,1357.0,0.0,383.0,0.0,142.0,1.0,0.028692879914984058,0.1546387697000006,0.2502656748140276,0.4989373007438895,3.976942480615336,21.987150972780867,122107479.02334747,9.232137691895726,0.6560396404971632,0.33953241232731135,229.4682174871589,277.93148542825986,3.976942480615336,21.987150972780867,2.5
1436,97dcb8b2,0,323528,98.33677811550152,439,3198,1228.2644376899696,0.0,0,0.0,0,0.9989294444444444,101.22287289011368,0.0,71.9010989010989,0.0,78.15878378378379,0.0,291.0,0.0,2613.0,0.0,525.0,0.0,293850.0,0.0,6543.0,0.0,23135.0,0.0,2903.0,0.0,91.0,0.0,296.0,0.0,0.029796290665855884,0.15708341764572026,0.2502280328367285,0.49954393432654304,4.389741958762102,28.189353846309178,399726929.99999994,10.04253381236195,0.6609925098887421,0.3387047734873822,311.6506735063235,382.1213932285248,4.389741958762102,28.189353846309178,4.0
1437,98058f5d,0,946835,133.01980893509412,805,6650,2182.9564484405732,0.0,0,0.0,0,0.98472,152.10530973451327,0.0,4.747323340471092,0.0,85.057,166.0,313.0,0.0,1060.0,0.0,517.0,166.0,859395.0,0.0,2217.0,0.0,85057.0,166.0,5650.0,0.0,467.0,0.0,1000.0,1.0,0.026977659126036252,0.14959398862442375,0.25010538148096106,0.4997892370380778,3.6895731393239934,20.593602099542654,1901939854.0000002,11.127264881096313,0.6360669865260505,0.3306168329352255,466.2120154569256,563.2046123208581,3.6895731393239934,20.593602099542654,5.5
1438,9824217b,0,151470,94.43266832917706,212,1473,658.3453865336659,0.0,0,0.0,0,0.9307711111111111,97.71143911439114,0.0,74.00763358778626,0.0,79.45762711864407,0.0,688.0,0.0,505.0,0.0,255.0,0.0,132399.0,0.0,9695.0,0.0,9376.0,0.0,1355.0,0.0,131.0,0.0,118.0,0.0,0.031191515907673113,0.15942821212840996,0.25015595757953835,0.4990642545227698,4.473224629537433,29.447878471700868,94494427.99999999,9.008895439909201,0.6539444138560759,0.3449781659388646,218.47531560899867,265.02661801188344,4.473224629537433,29.447878471700868,2.0
1439,986b594d,1,357119,77.8715656345399,283,4267,718.2847797645006,0.0,0,0.0,0,0.9938,77.70278543005816,0.0,134.59468438538207,20.0,61.340298507462684,90.33333333333333,250.0,0.0,4916.0,20.0,519.0,143.0,253855.0,0.0,40513.0,20.0,61647.0,1084.0,3267.0,0.0,301.0,1.0,1005.0,12.0,0.031406761177753546,0.1581694020000712,0.2501635768811341,0.4996728462377317,4.2242723815202785,28.763779997883788,757843079.9999998,10.538099391558308,0.659433550518723,0.3411123227917121,371.8883341718326,438.57283884176695,4.2242723815202785,28.763779997883788,4.0
1440,98e0b921,4,437058,89.61615747385687,531,4712,1219.2060693049007,0.0,0,0.0,0,0.9844622222222222,92.90822705676419,0.0,47.701863354037265,65.0,80.75455820476859,0.0,1245.0,0.0,2173.0,92.0,502.0,0.0,371540.0,0.0,7680.0,260.0,57578.0,0.0,3999.0,0.0,161.0,4.0,713.0,0.0,0.031583264971287946,0.15717950523535945,0.25,0.49958982772764565,3.6477171123691257,18.39169472961508,886932351.2805047,10.643473093280678,0.6662102537091801,0.33798195242001644,396.40352167386146,454.76212004735225,3.6477171123691257,18.39169472961508,4.5
1441,98ea47d5,0,240222,96.2813627254509,304,2288,739.6384769539078,0.0,0,0.0,0,0.9824805555555556,95.69023073146785,0.0,131.08629441624365,0.0,73.6205533596838,106.375,208.0,0.0,2828.0,0.0,197.0,151.0,194921.0,0.0,25824.0,0.0,18626.0,851.0,2037.0,0.0,197.0,0.0,253.0,8.0,0.02967121090617482,0.15737179825691544,0.25020048115477145,0.4991980753809142,3.598129828696801,19.114219073534592,225856547.26290914,9.67981875640438,0.6649540457116907,0.3380112269446672,281.8586606283315,319.09400206938943,3.598129828696801,19.114219073534592,2.5
1442,99067006,0,271631,105.69299610894942,316,2479,757.9221789883269,0.0,0,0.0,0,0.9975961111111111,110.52693526482571,0.0,142.94117647058823,0.0,54.713235294117645,111.25,310.0,0.0,1940.0,0.0,528.0,167.0,244154.0,0.0,12150.0,0.0,14882.0,445.0,2209.0,0.0,85.0,0.0,272.0,4.0,0.029583495523550017,0.15723745990931812,0.250291942390035,0.4994161152199299,4.2684028798225295,27.223762996705304,250009601.99999994,9.694809062761525,0.6542603410359316,0.3335928376800311,283.04645051539393,338.52065651599435,4.2684028798225295,27.223762996705304,4.0
1443,99087dfb,0,182184,91.78035264483627,292,1961,806.4821158690177,0.0,0,0.0,0,0.9906916666666666,94.6774193548387,0.0,39.833333333333336,0.0,71.81958762886597,0.0,252.0,0.0,606.0,0.0,561.0,0.0,167295.0,0.0,956.0,0.0,13933.0,0.0,1767.0,0.0,24.0,0.0,194.0,0.0,0.029233870967741934,0.15754425074013584,0.25,0.49899193548387094,4.590474552446588,32.534079497509815,142802307.67687705,9.31015923578431,0.658632085134932,0.34274193548387094,239.53234659109646,294.48846398079974,4.590474552446588,32.534079497509815,3.5
1444,991029d7,0,551445,109.47885646217986,287,4687,1137.322017073655,0.0,0,0.0,0,1.0164938888888888,139.4469815451986,0.0,16.908045977011493,0.0,66.8558981233244,0.0,2471.0,0.0,1202.0,0.0,509.0,0.0,445812.0,0.0,5884.0,0.0,99749.0,0.0,3197.0,0.0,348.0,0.0,1492.0,0.0,0.03316123907863384,0.14395195993180374,0.24999999999999997,0.4996028594122319,3.9977500146069276,23.109235122357884,944896234.1758705,10.537020970206225,0.6038078114846124,0.32366957903097693,368.2876951920928,489.66305582988116,3.9977500146069276,23.109235122357884,2.5
1445,991b0a60,0,201490,97.01011073663939,317,1892,725.4910929224843,0.0,0,0.0,0,0.9969772222222222,95.83690744920993,0.0,106.15217391304348,0.0,100.2892561983471,0.0,200.0,0.0,4114.0,0.0,509.0,0.0,169823.0,0.0,19532.0,0.0,12135.0,0.0,1772.0,0.0,184.0,0.0,121.0,0.0,0.0313102119460501,0.16896410719995358,0.25,0.49903660886319845,6.281411510937674,69.0444087186119,164741073.21765906,9.453562095265834,0.6892980494624462,0.355009633911368,258.52746838514594,303.35900387778554,6.281411510937674,69.0444087186119,4.0
1446,9923f86b,1,430551,91.04482977373652,406,3467,1042.2425459928104,0.0,0,0.0,0,1.0000933333333333,113.8314826910516,0.0,39.702962369895914,117.0,77.29055690072639,93.0,230.0,0.0,6193.0,117.0,515.0,111.0,348552.0,0.0,49589.0,117.0,31921.0,372.0,3062.0,0.0,1249.0,1.0,413.0,4.0,0.0008460236886632825,0.15676612506890716,0.25,0.4995769881556683,4.268666487410114,25.717427457811407,858409628.1545073,10.56734095511015,0.6586184664023716,0.34813874788494076,382.42831763707795,465.85372151387753,4.268666487410114,25.717427457811407,4.0
1447,9943adf2,2,327903,127.5887159533074,272,2112,677.0451361867704,0.0,0,0.0,0,1.007503888888889,146.5554292211484,0.0,86.16299559471365,128.5,86.5830985915493,0.0,1308.0,0.0,7578.0,141.0,475.0,0.0,257791.0,0.0,39118.0,257.0,30737.0,0.0,1759.0,0.0,454.0,2.0,355.0,0.0,0.027247956403269755,0.15153402854581366,0.250291942390035,0.4994161152199299,3.040681392148243,11.747725082929666,225205650.0,9.698100326732424,0.6530028892775691,0.3320358115998443,276.0452083247717,314.94896629795176,3.040681392148243,11.747725082929666,3.5
1448,9944b4c5,0,188495,101.1239270386266,264,1592,704.9855150214593,0.0,0,0.0,0,0.9873194444444444,107.07632093933464,0.0,68.25,0.0,98.01694915254237,0.0,213.0,0.0,520.0,0.0,149.0,0.0,164148.0,0.0,18564.0,0.0,5783.0,0.0,1533.0,0.0,272.0,0.0,59.0,0.0,0.030595813204508857,0.15771105484358128,0.25013419216317767,0.499194847020934,3.8900765818858902,21.157828839236203,133766935.00000003,9.21229227500259,0.6529383320583231,0.34192163177670426,241.23779027103126,292.378602008589,3.8900765818858902,21.157828839236203,3.5
1449,994c1a12,0,210417,89.7683447098976,365,2275,982.6663822525597,0.0,0,0.0,0,1.0144105555555556,91.54719626168225,0.0,46.10144927536232,0.0,83.88888888888889,0.0,254.0,0.0,183.0,0.0,265.0,0.0,195911.0,0.0,3181.0,0.0,11325.0,0.0,2140.0,0.0,69.0,0.0,135.0,0.0,0.030729833546734957,0.16035330468449457,0.2501067008109262,0.49935979513444306,6.773990536311564,75.17382361460588,201372254.00000003,9.550131183813102,0.663481853788534,0.34400341442594967,251.6387662314947,329.61187690906524,6.773990536311564,75.17382361460588,3.5
1450,994f202a,0,161551,64.31170382165605,324,2449,795.6210191082803,0.0,0,0.0,0,1.0038705555555556,66.58459357277883,0.0,4.555555555555555,0.0,61.174174174174176,0.0,203.0,0.0,100.0,0.0,557.0,0.0,140893.0,0.0,287.0,0.0,20371.0,0.0,2116.0,0.0,63.0,0.0,333.0,0.0,0.03106332138590203,0.1562015928929478,0.2500995619275189,0.4994026284348865,3.557411754322112,18.303004441705284,247755038.00000003,9.692785181778843,0.6652419867548643,0.33771405814416566,294.71540435020665,332.5014336015121,3.557411754322112,18.303004441705284,4.5
1451,995c445c,0,290963,75.5944401143154,383,3508,1082.8776305533904,0.0,0,0.0,0,1.0977783333333333,83.3321228128095,0.0,29.975975975975977,0.0,58.482328482328484,73.0,1654.0,0.0,1549.0,0.0,520.0,103.0,252413.0,0.0,9982.0,0.0,28130.0,438.0,3029.0,0.0,333.0,0.0,481.0,6.0,0.030405405405405407,0.1550983643565191,0.25,0.4994802494802495,3.748157562817122,20.786911354892514,542163299.0994035,10.282861860105964,0.661110735890164,0.3401767151767152,344.87278860122905,403.73128769247114,3.748157562817122,20.786911354892514,4.5
1452,995e2389,0,223802,50.77177858439202,421,4262,1132.0505898366607,0.0,0,0.0,0,0.9896655555555556,52.838681189284664,0.0,28.02054794520548,0.0,46.49479768786127,0.0,138.0,0.0,1233.0,0.0,515.0,0.0,179493.0,0.0,4091.0,0.0,40218.0,0.0,3397.0,0.0,146.0,0.0,865.0,0.0,0.0315407306557749,0.15837352059742965,0.2500567279328341,0.49965963240299527,4.963185075712468,35.68696086932517,735298591.0000001,10.395044578353343,0.6332548276939348,0.3392330383480826,346.84972507228554,462.02462872666,4.963185075712468,35.68696086932517,4.5
1453,999246d1,0,201886,89.36963258078796,257,2096,678.8844621513945,0.0,0,0.0,0,0.9887733333333333,94.15353651523864,0.0,61.282208588957054,0.0,78.89075630252101,0.0,221.0,0.0,502.0,0.0,736.0,0.0,163733.0,0.0,9989.0,0.0,28164.0,0.0,1739.0,0.0,163.0,0.0,357.0,0.0,0.027015057573073518,0.15283315349214496,0.25022143489813997,0.4991142604074402,3.3411176747305853,13.98049667347193,192527927.2515481,9.515254893138527,0.6645210997863469,0.3392382639503986,269.50803362398983,313.1233085904844,3.3411176747305853,13.98049667347193,2.5
1454,9999c95a,1,191413,149.30811232449298,201,1235,562.0304212168487,0.0,0,0.0,0,0.9853838888888888,156.5763000852515,0.0,47.888888888888886,162.0,86.22222222222223,0.0,447.0,0.0,1080.0,162.0,250.0,0.0,183664.0,0.0,2155.0,162.0,5432.0,0.0,1173.0,0.0,45.0,1.0,63.0,0.0,0.029664324746291958,0.16015507834348244,0.2505854800936768,0.49882903981264637,4.875658286776855,32.7980286510104,61078145.999999985,8.667814991464478,0.6642941109640672,0.3434816549570648,190.08342562416323,243.52185616076267,4.875658286776855,32.7980286510104,1.5
1455,99d9c99c,0,298284,103.67883211678833,435,2785,1024.504692387904,0.0,0,0.0,0,0.9782455555555556,109.16191210485736,0.0,34.16304347826087,0.0,62.696335078534034,0.0,445.0,0.0,1038.0,0.0,501.0,0.0,283166.0,0.0,3143.0,0.0,11975.0,0.0,2594.0,0.0,92.0,0.0,191.0,0.0,0.03164116828929068,0.1575045310420132,0.25,0.4993045897079277,5.793612638146973,49.387625996426195,317267012.3457532,9.781669629979708,0.6459184755865595,0.34179415855354656,275.6249527257519,380.5458800418173,5.793612638146973,49.387625996426195,3.0
1456,9a2ed914,0,392920,71.32328916318751,613,5425,1850.6198947177347,0.0,0,0.0,0,1.043991111111111,65.82799215173316,0.0,196.8815789473684,0.0,89.89667458432304,77.75,171.0,0.0,4897.0,0.0,508.0,84.0,301953.0,0.0,14963.0,0.0,75693.0,311.0,4587.0,0.0,76.0,0.0,842.0,4.0,0.03449527959331881,0.14998318266792598,0.25,0.4996368917937546,3.7762804743457314,20.799757151084822,1150229053.7956486,10.749593855777611,0.6356181417056693,0.329520697167756,408.20313898641825,501.1781278238063,3.7762804743457314,20.799757151084822,5.0
1457,9a6032c9,0,797329,120.06158711037494,757,5707,2153.175425387743,0.0,0,0.0,0,0.9990244444444445,147.77602268124747,0.0,7.67237687366167,0.0,78.60208062418725,0.0,304.0,0.0,5103.0,0.0,524.0,0.0,729718.0,0.0,7166.0,0.0,60445.0,0.0,4938.0,0.0,934.0,0.0,769.0,0.0,0.027560240963855426,0.15494418960054895,0.25,0.49969879518072297,3.9542709312842885,22.750865154950237,1499163429.9703014,11.057483009084777,0.6533647773787912,0.3399096385542169,430.77876874475083,515.8691248627649,3.9542709312842885,22.750865154950237,4.5
1458,9a66339b,0,394195,87.0187637969095,524,4456,1557.8746136865343,0.0,0,0.0,0,0.9992111111111112,89.74645709868591,0.0,47.02739726027397,0.0,73.70782608695652,74.0,224.0,0.0,989.0,0.0,504.0,74.0,348306.0,0.0,3433.0,0.0,42382.0,74.0,3881.0,0.0,73.0,0.0,575.0,1.0,0.030691101788474277,0.15809927432879603,0.2501655994700817,0.4996688010598366,4.325055109048369,27.204385292561415,776701160.0,10.505511948774933,0.6566343494364443,0.340914109074851,372.5037026286324,452.00318021025635,4.325055109048369,27.204385292561415,3.5
1459,9a89a9bd,0,156470,86.2568908489526,225,1734,648.8495038588754,0.0,0,0.0,0,0.9455027777777778,79.19537275064268,0.0,220.1772151898734,0.0,88.53631284916202,0.0,519.0,0.0,8803.0,0.0,1590.0,0.0,123228.0,0.0,17394.0,0.0,15848.0,0.0,1556.0,0.0,79.0,0.0,179.0,0.0,0.02647545504688362,0.15743117464053533,0.2504136789851076,0.49917264202978495,4.192557011368313,26.266282575008265,126773381.99999999,9.199198945779427,0.6623042761657075,0.34087148372862663,240.4808055694839,286.52303982634197,4.192557011368313,26.266282575008265,3.5
1460,9ab68076,0,183869,95.46677050882658,288,1784,795.7191069574247,0.0,0,0.0,0,0.9958622222222222,95.32136550912301,0.0,97.04964539007092,0.0,95.74418604651163,0.0,515.0,0.0,9752.0,0.0,470.0,0.0,161951.0,0.0,13684.0,0.0,8234.0,0.0,1699.0,0.0,141.0,0.0,86.0,0.0,0.03012987012987013,0.15994170775087208,0.2503896103896104,0.49922077922077923,5.872033362393598,53.36687692847734,145074746.0,9.270464137769459,0.671179707470577,0.347012987012987,238.44085111307228,306.5147790773276,5.872033362393598,53.36687692847734,3.0
1461,9ad6f093,0,189102,89.19905660377358,204,2016,600.0056603773585,0.0,0,0.0,0,1.0328211111111112,96.21183800623054,0.0,40.44230769230769,0.0,74.15085158150852,0.0,371.0,0.0,496.0,0.0,513.0,0.0,154420.0,0.0,4206.0,0.0,30476.0,0.0,1605.0,0.0,104.0,0.0,411.0,0.0,0.02595563945257197,0.1569796569674958,0.2501179801793299,0.49929211892402076,3.3284866142373675,14.361782484783028,170795710.0,9.427745718112899,0.6645972419351678,0.3600755073147711,262.6747650406548,303.7797676366529,3.3284866142373675,14.361782484783028,3.5
1462,9af2bc7c,0,323123,72.9561977873109,587,4342,1617.8191465342063,0.0,0,0.0,0,1.0013194444444444,75.90684508492022,0.0,26.413793103448278,0.0,56.69078947368421,0.0,207.0,0.0,515.0,0.0,510.0,0.0,294974.0,0.0,2298.0,0.0,25851.0,0.0,3886.0,0.0,87.0,0.0,456.0,0.0,0.03161698283649503,0.1590775227923564,0.25,0.4995483288166215,4.887134306223039,36.86382779104102,742635048.9988683,10.435630925035229,0.6419728482962738,0.3416892502258356,356.89013726853335,456.2979864335642,4.887134306223039,36.86382779104102,5.0
1463,9af83860,0,695314,124.8767959770115,697,5402,1983.1420617816093,0.0,0,0.0,0,1.0003472222222223,89.51248164464023,0.0,1357.1090909090908,0.0,70.18267716535433,119.0,276.0,0.0,65841.0,0.0,501.0,119.0,426706.0,0.0,223923.0,0.0,44566.0,119.0,4767.0,0.0,165.0,0.0,635.0,1.0,0.025866714567989942,0.15606727410799298,0.25004490749056946,0.4997305550565834,4.088495515021433,24.12317278367164,1148789407.0,10.807704264583005,0.6608044730165953,0.3445302676486438,410.92948963038623,493.88773963307875,4.088495515021433,24.12317278367164,5.0
1464,9b1f39a7,0,228289,67.42144122858831,309,3280,948.3115770821028,0.0,0,0.0,0,1.0011155555555555,68.81957186544342,0.0,44.367924528301884,0.0,65.5933734939759,0.0,217.0,0.0,268.0,0.0,656.0,0.0,180032.0,0.0,4703.0,0.0,43554.0,0.0,2616.0,0.0,106.0,0.0,664.0,0.0,0.027178729689807973,0.15327735402919396,0.2502215657311669,0.4995568685376661,3.8893908592830453,21.803192546153312,423386921.99999994,10.077233879298534,0.6499119758869903,0.33618906942392907,320.17045931961667,384.3430164371796,3.8893908592830453,21.803192546153312,4.5
1465,9b3a64d9,1,470105,84.96385324417133,459,4366,1279.7596240737394,0.0,0,0.0,0,1.0326472222222223,111.6717904924566,0.0,25.903862660944206,115.0,55.631147540983605,0.0,253.0,0.0,2180.0,115.0,262.0,0.0,392303.0,0.0,30178.0,115.0,47509.0,0.0,3513.0,0.0,1165.0,1.0,854.0,0.0,0.02982646420824295,0.15508949537003774,0.25,0.49963846710050613,3.7011471183868174,19.660516369913605,1129198954.2386754,10.782143092734325,0.6502810478947992,0.3436370209689082,409.54473762746795,490.5744861005461,3.7011471183868174,19.660516369913605,4.0
1466,9bb707cb,0,188812,87.05025357307515,208,1887,614.2457353619179,0.0,0,0.0,0,1.02451,92.82368082368082,0.0,58.734042553191486,0.0,84.08708708708708,0.0,569.0,0.0,516.0,0.0,516.0,0.0,144248.0,0.0,16563.0,0.0,28001.0,0.0,1554.0,0.0,282.0,0.0,333.0,0.0,0.028136531365313654,0.15571899307496087,0.25,0.4990774907749077,2.9912727746842864,11.004359273625452,175751675.82925436,9.489103952509858,0.671961631569892,0.3427121771217712,270.6441929686387,298.38560615782666,2.9912727746842864,11.004359273625452,2.5
1467,9bc6e6cc,0,344569,114.05792783846408,253,2473,799.6329030122477,0.0,0,0.0,0,1.0120833333333332,138.82087447108603,0.0,40.39963503649635,0.0,78.49132947976878,0.0,795.0,0.0,518.0,0.0,517.0,0.0,295272.0,0.0,22139.0,0.0,27158.0,0.0,2127.0,0.0,548.0,0.0,346.0,0.0,0.03145695364238411,0.15173101953689638,0.25,0.49933774834437084,3.3323909282590622,15.574283091084947,325903590.44149613,9.906224724797408,0.6396616654563052,0.33543046357615897,300.979300573739,354.0969946139935,3.3323909282590622,15.574283091084947,2.0
1468,9c4404a6,2,140538,85.3296903460838,263,1537,680.6703096539162,0.0,0,0.0,0,1.0794294444444446,83.4159779614325,0.0,109.58333333333333,94.0,87.0,0.0,176.0,0.0,876.0,124.0,561.0,0.0,121120.0,0.0,11835.0,188.0,7395.0,0.0,1452.0,0.0,108.0,2.0,85.0,0.0,0.029769137302551638,0.16204692485778013,0.25030376670716886,0.4987849331713244,5.434808994839512,47.69673894947207,104323964.94771172,9.084449208375986,0.6740160266830865,0.33961117861482376,228.45550499020123,273.3548635860246,5.434808994839512,47.69673894947207,3.0
1469,9c4627b3,0,158007,83.64584436209634,214,1755,644.3986236103758,0.0,0,0.0,0,1.00017,84.21564760026298,0.0,61.78787878787879,0.0,92.05531914893616,126.0,512.0,0.0,224.0,0.0,565.0,126.0,128092.0,0.0,8156.0,0.0,21633.0,126.0,1521.0,0.0,132.0,0.0,235.0,1.0,0.02754237288135593,0.1655033042328456,0.25,0.49894067796610164,3.510810467645071,16.9843519216609,133577622.49083705,9.338279164312794,0.699207570887591,0.3596398305084746,256.72347413995493,275.2177890520614,3.510810467645071,16.9843519216609,3.0
1470,9c505fff,0,583987,96.9433930942895,739,5883,1948.8499335989377,0.0,0,0.0,0,1.0000155555555557,101.85356936694247,0.0,39.455882352941174,0.0,71.17706821480407,123.5,244.0,0.0,1185.0,0.0,511.0,150.0,529333.0,0.0,5366.0,0.0,49041.0,247.0,5197.0,0.0,136.0,0.0,689.0,2.0,0.028557197409928604,0.1576986750656166,0.2500415075543749,0.49975095467375064,4.616920348881187,32.05500673493935,1354098380.0,10.921807886094033,0.6612232589027938,0.3441806408766395,424.58113553954803,519.0838304907281,4.616920348881187,32.05500673493935,5.5
1471,9c5131cf,0,300438,117.68037602820212,334,2410,908.1868390129259,0.0,0,0.0,0,0.9972644444444444,121.40538033395177,0.0,104.22377622377623,0.0,93.63779527559055,0.0,410.0,0.0,201.0,0.0,506.0,0.0,261750.0,0.0,14904.0,0.0,23784.0,0.0,2156.0,0.0,143.0,0.0,254.0,0.0,0.029388714733542317,0.1652248156998603,0.25,0.49921630094043884,5.161997283977939,41.46451369982318,243478620.2291602,9.720407455662256,0.6792446747077674,0.35266457680250785,280.2210325971558,335.32043868414735,5.161997283977939,41.46451369982318,4.0
1472,9c54b5a8,0,274502,77.96137460948594,426,3266,1088.5046861687022,0.0,0,0.0,0,0.9200688888888889,80.38497970230041,0.0,67.156,0.0,63.87459807073955,57.5,240.0,0.0,1810.0,0.0,516.0,73.0,237618.0,0.0,16789.0,0.0,19865.0,230.0,2956.0,0.0,250.0,0.0,311.0,4.0,0.03153409090909091,0.15860687174511967,0.25,0.49943181818181814,4.272398349272251,29.919642024521714,458696821.2067324,10.164733003611644,0.6638257804211704,0.3403409090909091,331.0620884628759,388.80490351226445,4.272398349272251,29.919642024521714,4.5
1473,9c656e73,0,383610,105.06984387838948,436,3447,905.0780608052588,0.0,0,0.0,0,1.0007494444444445,111.03735144312394,0.0,102.985,0.0,70.84661354581674,110.75,240.0,0.0,5134.0,0.0,512.0,129.0,327005.0,0.0,20597.0,0.0,35565.0,443.0,2945.0,0.0,200.0,0.0,502.0,4.0,0.028493150684931506,0.15525551769698342,0.2501369863013698,0.49945205479452054,3.679704474877636,19.252306659164944,499776777.5574071,10.188281804402926,0.6508376706102287,0.33999999999999997,336.74577661446233,400.75267712737826,3.679704474877636,19.252306659164944,5.0
1474,9c7ff6de,0,372232,137.5072035463613,409,2609,668.9715552271888,0.0,0,0.0,0,1.0176277777777778,143.7339264051759,0.0,44.854166666666664,0.0,89.63235294117646,141.0,435.0,0.0,1482.0,0.0,189.0,153.0,355454.0,0.0,4306.0,0.0,12190.0,282.0,2473.0,0.0,96.0,0.0,136.0,2.0,0.02993348115299335,0.15359970567363704,0.2501847745750185,0.4992609016999261,5.793607750135144,58.39142398287806,279081966.6799061,9.716250302171744,0.6444370102892002,0.33739837398373984,274.92648350619265,361.7139776881941,5.793607750135144,58.39142398287806,3.5
